AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
1-4|~|~|~|~|Incidence|39077620|Cervix|2009-2013
10-14|~|~|~|~|Incidence|50090548|Cervix|2009-2013
15-19|0.1|0.2|0.2|79|Incidence|52365599|Cervix|2009-2013
5-9|~|~|~|~|Incidence|49412670|Cervix|2009-2013
<1|~|~|~|~|Incidence|9588936|Cervix|2009-2013
1-4|~|~|~|~|Mortality|80617924|Colon and Rectum|2009-2013
10-14|~|~|~|~|Mortality|103387276|Colon and Rectum|2009-2013
15-19|0.0|0.1|0.0|41|Mortality|108414919|Colon and Rectum|2009-2013
5-9|~|~|~|~|Mortality|101895575|Colon and Rectum|2009-2013
<1|~|~|~|~|Mortality|19790263|Colon and Rectum|2009-2013
1-4|~|~|~|~|Incidence|79878337|Colon and Rectum|2009-2013
10-14|0.1|0.1|0.1|123|Incidence|102472814|Colon and Rectum|2009-2013
15-19|0.4|0.4|0.4|432|Incidence|107521351|Colon and Rectum|2009-2013
5-9|0.0|0.0|0.0|17|Incidence|100977015|Colon and Rectum|2009-2013
<1|~|~|~|~|Incidence|19612463|Colon and Rectum|2009-2013
1-4|~|~|~|~|Mortality|39439414|Corpus and Uterus, NOS|2009-2013
10-14|~|~|~|~|Mortality|50536621|Corpus and Uterus, NOS|2009-2013
15-19|~|~|~|~|Mortality|52798078|Corpus and Uterus, NOS|2009-2013
5-9|~|~|~|~|Mortality|49862077|Corpus and Uterus, NOS|2009-2013
<1|~|~|~|~|Mortality|9675761|Corpus and Uterus, NOS|2009-2013
1-4|~|~|~|~|Incidence|39077620|Corpus and Uterus, NOS|2009-2013
10-14|~|~|~|~|Incidence|50090548|Corpus and Uterus, NOS|2009-2013
15-19|0.1|0.1|0.1|42|Incidence|52365599|Corpus and Uterus, NOS|2009-2013
5-9|~|~|~|~|Incidence|49412670|Corpus and Uterus, NOS|2009-2013
<1|~|~|~|~|Incidence|9588936|Corpus and Uterus, NOS|2009-2013
1-4|~|~|~|~|Mortality|80617924|Esophagus|2009-2013
10-14|~|~|~|~|Mortality|103387276|Esophagus|2009-2013
15-19|~|~|~|~|Mortality|108414919|Esophagus|2009-2013
5-9|~|~|~|~|Mortality|101895575|Esophagus|2009-2013
<1|~|~|~|~|Mortality|19790263|Esophagus|2009-2013
1-4|~|~|~|~|Incidence|79878337|Esophagus|2009-2013
10-14|~|~|~|~|Incidence|102472814|Esophagus|2009-2013
15-19|~|~|~|~|Incidence|107521351|Esophagus|2009-2013
5-9|~|~|~|~|Incidence|100977015|Esophagus|2009-2013
<1|~|~|~|~|Incidence|19612463|Esophagus|2009-2013
1-4|~|~|~|~|Mortality|39439414|Female Breast|2009-2013
10-14|~|~|~|~|Mortality|50536621|Female Breast|2009-2013
15-19|~|~|~|~|Mortality|52798078|Female Breast|2009-2013
5-9|~|~|~|~|Mortality|49862077|Female Breast|2009-2013
<1|~|~|~|~|Mortality|9675761|Female Breast|2009-2013
1-4|~|~|~|~|Incidence|39077620|Female Breast|2009-2013
10-14|~|~|~|~|Incidence|50090548|Female Breast|2009-2013
15-19|0.1|0.2|0.2|81|Incidence|52365599|Female Breast|2009-2013
5-9|~|~|~|~|Incidence|49412670|Female Breast|2009-2013
<1|~|~|~|~|Incidence|9588936|Female Breast|2009-2013
1-4|~|~|~|~|Incidence|39077620|Female Breast, <i>in situ</i>|2009-2013
10-14|~|~|~|~|Incidence|50090548|Female Breast, <i>in situ</i>|2009-2013
15-19|~|~|~|~|Incidence|52365599|Female Breast, <i>in situ</i>|2009-2013
5-9|~|~|~|~|Incidence|49412670|Female Breast, <i>in situ</i>|2009-2013
<1|~|~|~|~|Incidence|9588936|Female Breast, <i>in situ</i>|2009-2013
1-4|~|~|~|~|Mortality|80617924|Hodgkin Lymphoma|2009-2013
10-14|~|~|~|~|Mortality|103387276|Hodgkin Lymphoma|2009-2013
15-19|0.0|0.1|0.1|55|Mortality|108414919|Hodgkin Lymphoma|2009-2013
5-9|~|~|~|~|Mortality|101895575|Hodgkin Lymphoma|2009-2013
<1|~|~|~|~|Mortality|19790263|Hodgkin Lymphoma|2009-2013
1-4|0.1|0.1|0.1|85|Incidence|79878337|Hodgkin Lymphoma|2009-2013
10-14|1.1|1.2|1.1|1164|Incidence|102472814|Hodgkin Lymphoma|2009-2013
15-19|3.1|3.3|3.2|3411|Incidence|107521351|Hodgkin Lymphoma|2009-2013
5-9|0.4|0.4|0.4|392|Incidence|100977015|Hodgkin Lymphoma|2009-2013
<1|~|~|~|~|Incidence|19612463|Hodgkin Lymphoma|2009-2013
1-4|.|.|.|.|Mortality|80617924|Kaposi Sarcoma|2009-2013
10-14|.|.|.|.|Mortality|103387276|Kaposi Sarcoma|2009-2013
15-19|.|.|.|.|Mortality|108414919|Kaposi Sarcoma|2009-2013
5-9|.|.|.|.|Mortality|101895575|Kaposi Sarcoma|2009-2013
<1|.|.|.|.|Mortality|19790263|Kaposi Sarcoma|2009-2013
1-4|~|~|~|~|Incidence|79878337|Kaposi Sarcoma|2009-2013
10-14|~|~|~|~|Incidence|102472814|Kaposi Sarcoma|2009-2013
15-19|0.0|0.0|0.0|18|Incidence|107521351|Kaposi Sarcoma|2009-2013
5-9|~|~|~|~|Incidence|100977015|Kaposi Sarcoma|2009-2013
<1|~|~|~|~|Incidence|19612463|Kaposi Sarcoma|2009-2013
1-4|0.1|0.1|0.1|63|Mortality|80617924|Kidney and Renal Pelvis|2009-2013
10-14|0.0|0.1|0.0|40|Mortality|103387276|Kidney and Renal Pelvis|2009-2013
15-19|0.0|0.0|0.0|39|Mortality|108414919|Kidney and Renal Pelvis|2009-2013
5-9|0.1|0.1|0.1|85|Mortality|101895575|Kidney and Renal Pelvis|2009-2013
<1|~|~|~|~|Mortality|19790263|Kidney and Renal Pelvis|2009-2013
1-4|2.0|2.2|2.1|1684|Incidence|79878337|Kidney and Renal Pelvis|2009-2013
10-14|0.1|0.2|0.2|158|Incidence|102472814|Kidney and Renal Pelvis|2009-2013
15-19|0.2|0.2|0.2|226|Incidence|107521351|Kidney and Renal Pelvis|2009-2013
5-9|0.5|0.6|0.6|597|Incidence|100977015|Kidney and Renal Pelvis|2009-2013
<1|1.5|1.9|1.7|337|Incidence|19612463|Kidney and Renal Pelvis|2009-2013
1-4|~|~|~|~|Mortality|80617924|Larynx|2009-2013
10-14|~|~|~|~|Mortality|103387276|Larynx|2009-2013
15-19|~|~|~|~|Mortality|108414919|Larynx|2009-2013
5-9|~|~|~|~|Mortality|101895575|Larynx|2009-2013
<1|~|~|~|~|Mortality|19790263|Larynx|2009-2013
1-4|~|~|~|~|Incidence|79878337|Larynx|2009-2013
10-14|~|~|~|~|Incidence|102472814|Larynx|2009-2013
15-19|~|~|~|~|Incidence|107521351|Larynx|2009-2013
5-9|~|~|~|~|Incidence|100977015|Larynx|2009-2013
<1|~|~|~|~|Incidence|19612463|Larynx|2009-2013
1-4|0.6|0.8|0.7|557|Mortality|80617924|Leukemias|2009-2013
10-14|0.6|0.7|0.6|661|Mortality|103387276|Leukemias|2009-2013
15-19|0.7|0.8|0.8|827|Mortality|108414919|Leukemias|2009-2013
5-9|0.5|0.6|0.5|517|Mortality|101895575|Leukemias|2009-2013
<1|0.5|0.7|0.6|114|Mortality|19790263|Leukemias|2009-2013
1-4|8.7|9.1|8.9|7078|Incidence|79878337|Leukemias|2009-2013
10-14|2.9|3.2|3.0|3117|Incidence|102472814|Leukemias|2009-2013
15-19|2.8|3.0|2.9|3157|Incidence|107521351|Leukemias|2009-2013
5-9|4.0|4.3|4.2|4203|Incidence|100977015|Leukemias|2009-2013
<1|3.9|4.5|4.2|823|Incidence|19612463|Leukemias|2009-2013
1-4|0.1|0.1|0.1|97|Mortality|80617924|Liver and Intrahepatic Bile Duct|2009-2013
10-14|0.0|0.0|0.0|34|Mortality|103387276|Liver and Intrahepatic Bile Duct|2009-2013
15-19|0.0|0.1|0.1|60|Mortality|108414919|Liver and Intrahepatic Bile Duct|2009-2013
5-9|0.0|0.0|0.0|35|Mortality|101895575|Liver and Intrahepatic Bile Duct|2009-2013
<1|0.1|0.1|0.1|19|Mortality|19790263|Liver and Intrahepatic Bile Duct|2009-2013
1-4|0.6|0.7|0.6|496|Incidence|79878337|Liver and Intrahepatic Bile Duct|2009-2013
10-14|0.1|0.1|0.1|128|Incidence|102472814|Liver and Intrahepatic Bile Duct|2009-2013
15-19|0.1|0.2|0.1|143|Incidence|107521351|Liver and Intrahepatic Bile Duct|2009-2013
5-9|0.1|0.1|0.1|108|Incidence|100977015|Liver and Intrahepatic Bile Duct|2009-2013
<1|1.2|1.5|1.3|260|Incidence|19612463|Liver and Intrahepatic Bile Duct|2009-2013
1-4|~|~|~|~|Mortality|80617924|Lung and Bronchus|2009-2013
10-14|0.0|0.0|0.0|16|Mortality|103387276|Lung and Bronchus|2009-2013
15-19|0.0|0.0|0.0|34|Mortality|108414919|Lung and Bronchus|2009-2013
5-9|~|~|~|~|Mortality|101895575|Lung and Bronchus|2009-2013
<1|~|~|~|~|Mortality|19790263|Lung and Bronchus|2009-2013
1-4|0.0|0.1|0.1|47|Incidence|79878337|Lung and Bronchus|2009-2013
10-14|0.0|0.1|0.0|47|Incidence|102472814|Lung and Bronchus|2009-2013
15-19|0.1|0.2|0.2|163|Incidence|107521351|Lung and Bronchus|2009-2013
5-9|0.0|0.0|0.0|21|Incidence|100977015|Lung and Bronchus|2009-2013
<1|0.1|0.2|0.1|26|Incidence|19612463|Lung and Bronchus|2009-2013
1-4|~|~|~|~|Mortality|39439414|Male and Female Breast|2009-2013
10-14|~|~|~|~|Mortality|50536621|Male and Female Breast|2009-2013
15-19|~|~|~|~|Mortality|52798078|Male and Female Breast|2009-2013
5-9|~|~|~|~|Mortality|49862077|Male and Female Breast|2009-2013
<1|~|~|~|~|Mortality|9675761|Male and Female Breast|2009-2013
1-4|~|~|~|~|Incidence|39077620|Male and Female Breast|2009-2013
10-14|~|~|~|~|Incidence|50090548|Male and Female Breast|2009-2013
15-19|0.1|0.2|0.2|81|Incidence|52365599|Male and Female Breast|2009-2013
5-9|~|~|~|~|Incidence|49412670|Male and Female Breast|2009-2013
<1|~|~|~|~|Incidence|9588936|Male and Female Breast|2009-2013
1-4|~|~|~|~|Incidence|39077620|Male and Female Breast, <i>in situ</i>|2009-2013
10-14|~|~|~|~|Incidence|50090548|Male and Female Breast, <i>in situ</i>|2009-2013
15-19|~|~|~|~|Incidence|52365599|Male and Female Breast, <i>in situ</i>|2009-2013
5-9|~|~|~|~|Incidence|49412670|Male and Female Breast, <i>in situ</i>|2009-2013
<1|~|~|~|~|Incidence|9588936|Male and Female Breast, <i>in situ</i>|2009-2013
1-4|~|~|~|~|Mortality|80617924|Melanomas of the Skin|2009-2013
10-14|~|~|~|~|Mortality|103387276|Melanomas of the Skin|2009-2013
15-19|0.0|0.0|0.0|24|Mortality|108414919|Melanomas of the Skin|2009-2013
5-9|~|~|~|~|Mortality|101895575|Melanomas of the Skin|2009-2013
<1|~|~|~|~|Mortality|19790263|Melanomas of the Skin|2009-2013
1-4|0.1|0.1|0.1|72|Incidence|79878337|Melanomas of the Skin|2009-2013
10-14|0.2|0.3|0.2|255|Incidence|102472814|Melanomas of the Skin|2009-2013
15-19|1.0|1.1|1.1|1148|Incidence|107521351|Melanomas of the Skin|2009-2013
5-9|0.1|0.2|0.2|165|Incidence|100977015|Melanomas of the Skin|2009-2013
<1|0.3|0.5|0.4|70|Incidence|19612463|Melanomas of the Skin|2009-2013
1-4|~|~|~|~|Mortality|80617924|Mesothelioma|2009-2013
10-14|~|~|~|~|Mortality|103387276|Mesothelioma|2009-2013
15-19|~|~|~|~|Mortality|108414919|Mesothelioma|2009-2013
5-9|~|~|~|~|Mortality|101895575|Mesothelioma|2009-2013
<1|~|~|~|~|Mortality|19790263|Mesothelioma|2009-2013
1-4|~|~|~|~|Incidence|79878337|Mesothelioma|2009-2013
10-14|~|~|~|~|Incidence|102472814|Mesothelioma|2009-2013
15-19|~|~|~|~|Incidence|107521351|Mesothelioma|2009-2013
5-9|~|~|~|~|Incidence|100977015|Mesothelioma|2009-2013
<1|~|~|~|~|Incidence|19612463|Mesothelioma|2009-2013
1-4|~|~|~|~|Mortality|80617924|Myeloma|2009-2013
10-14|~|~|~|~|Mortality|103387276|Myeloma|2009-2013
15-19|~|~|~|~|Mortality|108414919|Myeloma|2009-2013
5-9|~|~|~|~|Mortality|101895575|Myeloma|2009-2013
<1|~|~|~|~|Mortality|19790263|Myeloma|2009-2013
1-4|~|~|~|~|Incidence|79878337|Myeloma|2009-2013
10-14|~|~|~|~|Incidence|102472814|Myeloma|2009-2013
15-19|~|~|~|~|Incidence|107521351|Myeloma|2009-2013
5-9|~|~|~|~|Incidence|100977015|Myeloma|2009-2013
<1|~|~|~|~|Incidence|19612463|Myeloma|2009-2013
1-4|0.0|0.0|0.0|22|Mortality|80617924|Non-Hodgkin Lymphoma|2009-2013
10-14|0.1|0.1|0.1|90|Mortality|103387276|Non-Hodgkin Lymphoma|2009-2013
15-19|0.1|0.2|0.2|164|Mortality|108414919|Non-Hodgkin Lymphoma|2009-2013
5-9|0.0|0.1|0.1|55|Mortality|101895575|Non-Hodgkin Lymphoma|2009-2013
<1|~|~|~|~|Mortality|19790263|Non-Hodgkin Lymphoma|2009-2013
1-4|0.6|0.7|0.7|551|Incidence|79878337|Non-Hodgkin Lymphoma|2009-2013
10-14|1.2|1.3|1.2|1257|Incidence|102472814|Non-Hodgkin Lymphoma|2009-2013
15-19|1.6|1.8|1.7|1844|Incidence|107521351|Non-Hodgkin Lymphoma|2009-2013
5-9|1.0|1.1|1.0|1032|Incidence|100977015|Non-Hodgkin Lymphoma|2009-2013
<1|0.3|0.5|0.4|75|Incidence|19612463|Non-Hodgkin Lymphoma|2009-2013
1-4|~|~|~|~|Mortality|80617924|Oral Cavity and Pharynx|2009-2013
10-14|~|~|~|~|Mortality|103387276|Oral Cavity and Pharynx|2009-2013
15-19|0.0|0.0|0.0|28|Mortality|108414919|Oral Cavity and Pharynx|2009-2013
5-9|~|~|~|~|Mortality|101895575|Oral Cavity and Pharynx|2009-2013
<1|~|~|~|~|Mortality|19790263|Oral Cavity and Pharynx|2009-2013
1-4|0.0|0.1|0.1|49|Incidence|79878337|Oral Cavity and Pharynx|2009-2013
10-14|0.3|0.3|0.3|321|Incidence|102472814|Oral Cavity and Pharynx|2009-2013
15-19|0.4|0.5|0.5|519|Incidence|107521351|Oral Cavity and Pharynx|2009-2013
5-9|0.1|0.1|0.1|103|Incidence|100977015|Oral Cavity and Pharynx|2009-2013
<1|~|~|~|~|Incidence|19612463|Oral Cavity and Pharynx|2009-2013
1-4|~|~|~|~|Mortality|39439414|Ovary|2009-2013
10-14|~|~|~|~|Mortality|50536621|Ovary|2009-2013
15-19|0.1|0.1|0.1|38|Mortality|52798078|Ovary|2009-2013
5-9|~|~|~|~|Mortality|49862077|Ovary|2009-2013
<1|~|~|~|~|Mortality|9675761|Ovary|2009-2013
1-4|0.0|0.1|0.1|24|Incidence|39077620|Ovary|2009-2013
10-14|0.7|0.8|0.7|368|Incidence|50090548|Ovary|2009-2013
15-19|1.3|1.5|1.4|722|Incidence|52365599|Ovary|2009-2013
5-9|0.2|0.3|0.3|127|Incidence|49412670|Ovary|2009-2013
<1|~|~|~|~|Incidence|9588936|Ovary|2009-2013
1-4|~|~|~|~|Mortality|80617924|Pancreas|2009-2013
10-14|~|~|~|~|Mortality|103387276|Pancreas|2009-2013
15-19|~|~|~|~|Mortality|108414919|Pancreas|2009-2013
5-9|~|~|~|~|Mortality|101895575|Pancreas|2009-2013
<1|~|~|~|~|Mortality|19790263|Pancreas|2009-2013
1-4|~|~|~|~|Incidence|79878337|Pancreas|2009-2013
10-14|0.0|0.0|0.0|27|Incidence|102472814|Pancreas|2009-2013
15-19|0.1|0.1|0.1|72|Incidence|107521351|Pancreas|2009-2013
5-9|~|~|~|~|Incidence|100977015|Pancreas|2009-2013
<1|~|~|~|~|Incidence|19612463|Pancreas|2009-2013
1-4|~|~|~|~|Mortality|41178510|Prostate|2009-2013
10-14|~|~|~|~|Mortality|52850655|Prostate|2009-2013
15-19|~|~|~|~|Mortality|55616841|Prostate|2009-2013
5-9|~|~|~|~|Mortality|52033498|Prostate|2009-2013
<1|~|~|~|~|Mortality|10114502|Prostate|2009-2013
1-4|0.0|0.1|0.0|19|Incidence|40800717|Prostate|2009-2013
10-14|~|~|~|~|Incidence|52382266|Prostate|2009-2013
15-19|0.0|0.0|0.0|17|Incidence|55155752|Prostate|2009-2013
5-9|~|~|~|~|Incidence|51564345|Prostate|2009-2013
<1|~|~|~|~|Incidence|10023527|Prostate|2009-2013
1-4|~|~|~|~|Mortality|80617924|Stomach|2009-2013
10-14|~|~|~|~|Mortality|103387276|Stomach|2009-2013
15-19|~|~|~|~|Mortality|108414919|Stomach|2009-2013
5-9|~|~|~|~|Mortality|101895575|Stomach|2009-2013
<1|~|~|~|~|Mortality|19790263|Stomach|2009-2013
1-4|~|~|~|~|Incidence|79878337|Stomach|2009-2013
10-14|0.0|0.0|0.0|20|Incidence|102472814|Stomach|2009-2013
15-19|0.0|0.1|0.1|66|Incidence|107521351|Stomach|2009-2013
5-9|~|~|~|~|Incidence|100977015|Stomach|2009-2013
<1|~|~|~|~|Incidence|19612463|Stomach|2009-2013
1-4|~|~|~|~|Mortality|41178510|Testis|2009-2013
10-14|~|~|~|~|Mortality|52850655|Testis|2009-2013
15-19|0.0|0.1|0.1|34|Mortality|55616841|Testis|2009-2013
5-9|~|~|~|~|Mortality|52033498|Testis|2009-2013
<1|~|~|~|~|Mortality|10114502|Testis|2009-2013
1-4|0.3|0.4|0.3|131|Incidence|40800717|Testis|2009-2013
10-14|0.2|0.2|0.2|102|Incidence|52382266|Testis|2009-2013
15-19|3.5|3.8|3.6|1999|Incidence|55155752|Testis|2009-2013
5-9|0.0|0.1|0.1|34|Incidence|51564345|Testis|2009-2013
<1|0.8|1.2|1.0|100|Incidence|10023527|Testis|2009-2013
1-4|~|~|~|~|Mortality|80617924|Thyroid|2009-2013
10-14|~|~|~|~|Mortality|103387276|Thyroid|2009-2013
15-19|~|~|~|~|Mortality|108414919|Thyroid|2009-2013
5-9|~|~|~|~|Mortality|101895575|Thyroid|2009-2013
<1|~|~|~|~|Mortality|19790263|Thyroid|2009-2013
1-4|0.0|0.0|0.0|17|Incidence|79878337|Thyroid|2009-2013
10-14|0.7|0.8|0.8|806|Incidence|102472814|Thyroid|2009-2013
15-19|2.5|2.7|2.6|2828|Incidence|107521351|Thyroid|2009-2013
5-9|0.1|0.2|0.1|136|Incidence|100977015|Thyroid|2009-2013
<1|~|~|~|~|Incidence|19612463|Thyroid|2009-2013
1-4|~|~|~|~|Mortality|80617924|Urinary Bladder|2009-2013
10-14|~|~|~|~|Mortality|103387276|Urinary Bladder|2009-2013
15-19|~|~|~|~|Mortality|108414919|Urinary Bladder|2009-2013
5-9|~|~|~|~|Mortality|101895575|Urinary Bladder|2009-2013
<1|~|~|~|~|Mortality|19790263|Urinary Bladder|2009-2013
1-4|0.0|0.1|0.1|45|Incidence|79878337|Urinary Bladder|2009-2013
10-14|0.0|0.0|0.0|21|Incidence|102472814|Urinary Bladder|2009-2013
15-19|0.1|0.1|0.1|97|Incidence|107521351|Urinary Bladder|2009-2013
5-9|~|~|~|~|Incidence|100977015|Urinary Bladder|2009-2013
<1|~|~|~|~|Incidence|19612463|Urinary Bladder|2009-2013
1-4|1.9|2.4|2.1|346|Mortality|16238222|All Cancer Sites Combined|2010
10-14|2.1|2.5|2.3|477|Mortality|20681134|All Cancer Sites Combined|2010
15-19|2.5|3.0|2.7|601|Mortality|21983013|All Cancer Sites Combined|2010
5-9|2.0|2.4|2.2|439|Mortality|20331732|All Cancer Sites Combined|2010
<1|1.2|2.0|1.6|62|Mortality|3951330|All Cancer Sites Combined|2010
1-4|22.5|24.0|23.2|3767|Incidence|16238222|All Cancer Sites Combined|2010
10-14|13.5|14.6|14.1|2907|Incidence|20681134|All Cancer Sites Combined|2010
15-19|20.9|22.1|21.5|4720|Incidence|21983013|All Cancer Sites Combined|2010
5-9|12.6|13.6|13.1|2667|Incidence|20331732|All Cancer Sites Combined|2010
<1|25.2|28.5|26.8|1059|Incidence|3951330|All Cancer Sites Combined|2010
1-4|0.5|0.8|0.6|101|Mortality|16238222|Brain and Other Nervous System|2010
10-14|0.5|0.7|0.6|129|Mortality|20681134|Brain and Other Nervous System|2010
15-19|0.3|0.5|0.4|88|Mortality|21983013|Brain and Other Nervous System|2010
5-9|0.7|1.0|0.8|167|Mortality|20331732|Brain and Other Nervous System|2010
<1|~|~|~|~|Mortality|3951330|Brain and Other Nervous System|2010
1-4|4.4|5.0|4.7|760|Incidence|16238222|Brain and Other Nervous System|2010
10-14|2.6|3.1|2.9|594|Incidence|20681134|Brain and Other Nervous System|2010
15-19|1.9|2.3|2.1|468|Incidence|21983013|Brain and Other Nervous System|2010
5-9|3.4|3.9|3.6|735|Incidence|20331732|Brain and Other Nervous System|2010
<1|3.1|4.3|3.7|145|Incidence|3951330|Brain and Other Nervous System|2010
1-4|~|~|~|~|Mortality|7943621|Cervix|2010
10-14|~|~|~|~|Mortality|10102657|Cervix|2010
15-19|~|~|~|~|Mortality|10704062|Cervix|2010
5-9|~|~|~|~|Mortality|9951111|Cervix|2010
<1|~|~|~|~|Mortality|1932910|Cervix|2010
1-4|~|~|~|~|Incidence|7943621|Cervix|2010
10-14|~|~|~|~|Incidence|10102657|Cervix|2010
15-19|~|~|~|~|Incidence|10704062|Cervix|2010
5-9|~|~|~|~|Incidence|9951111|Cervix|2010
<1|~|~|~|~|Incidence|1932910|Cervix|2010
1-4|~|~|~|~|Mortality|16238222|Colon and Rectum|2010
10-14|~|~|~|~|Mortality|20681134|Colon and Rectum|2010
15-19|~|~|~|~|Mortality|21983013|Colon and Rectum|2010
5-9|~|~|~|~|Mortality|20331732|Colon and Rectum|2010
<1|~|~|~|~|Mortality|3951330|Colon and Rectum|2010
1-4|~|~|~|~|Incidence|16238222|Colon and Rectum|2010
10-14|0.0|0.1|0.1|16|Incidence|20681134|Colon and Rectum|2010
15-19|0.3|0.5|0.4|82|Incidence|21983013|Colon and Rectum|2010
5-9|~|~|~|~|Incidence|20331732|Colon and Rectum|2010
<1|~|~|~|~|Incidence|3951330|Colon and Rectum|2010
1-4|~|~|~|~|Mortality|7943621|Corpus and Uterus, NOS|2010
10-14|~|~|~|~|Mortality|10102657|Corpus and Uterus, NOS|2010
15-19|~|~|~|~|Mortality|10704062|Corpus and Uterus, NOS|2010
5-9|~|~|~|~|Mortality|9951111|Corpus and Uterus, NOS|2010
<1|~|~|~|~|Mortality|1932910|Corpus and Uterus, NOS|2010
1-4|~|~|~|~|Incidence|7943621|Corpus and Uterus, NOS|2010
10-14|~|~|~|~|Incidence|10102657|Corpus and Uterus, NOS|2010
15-19|~|~|~|~|Incidence|10704062|Corpus and Uterus, NOS|2010
5-9|~|~|~|~|Incidence|9951111|Corpus and Uterus, NOS|2010
<1|~|~|~|~|Incidence|1932910|Corpus and Uterus, NOS|2010
1-4|~|~|~|~|Mortality|16238222|Esophagus|2010
10-14|~|~|~|~|Mortality|20681134|Esophagus|2010
15-19|~|~|~|~|Mortality|21983013|Esophagus|2010
5-9|~|~|~|~|Mortality|20331732|Esophagus|2010
<1|~|~|~|~|Mortality|3951330|Esophagus|2010
1-4|~|~|~|~|Incidence|16238222|Esophagus|2010
10-14|~|~|~|~|Incidence|20681134|Esophagus|2010
15-19|~|~|~|~|Incidence|21983013|Esophagus|2010
5-9|~|~|~|~|Incidence|20331732|Esophagus|2010
<1|~|~|~|~|Incidence|3951330|Esophagus|2010
1-4|~|~|~|~|Mortality|7943621|Female Breast|2010
10-14|~|~|~|~|Mortality|10102657|Female Breast|2010
15-19|~|~|~|~|Mortality|10704062|Female Breast|2010
5-9|~|~|~|~|Mortality|9951111|Female Breast|2010
<1|~|~|~|~|Mortality|1932910|Female Breast|2010
1-4|~|~|~|~|Incidence|7943621|Female Breast|2010
10-14|~|~|~|~|Incidence|10102657|Female Breast|2010
15-19|0.1|0.3|0.2|21|Incidence|10704062|Female Breast|2010
5-9|~|~|~|~|Incidence|9951111|Female Breast|2010
<1|~|~|~|~|Incidence|1932910|Female Breast|2010
1-4|~|~|~|~|Incidence|7943621|Female Breast, <i>in situ</i>|2010
10-14|~|~|~|~|Incidence|10102657|Female Breast, <i>in situ</i>|2010
15-19|~|~|~|~|Incidence|10704062|Female Breast, <i>in situ</i>|2010
5-9|~|~|~|~|Incidence|9951111|Female Breast, <i>in situ</i>|2010
<1|~|~|~|~|Incidence|1932910|Female Breast, <i>in situ</i>|2010
1-4|~|~|~|~|Mortality|16238222|Hodgkin Lymphoma|2010
10-14|~|~|~|~|Mortality|20681134|Hodgkin Lymphoma|2010
15-19|~|~|~|~|Mortality|21983013|Hodgkin Lymphoma|2010
5-9|~|~|~|~|Mortality|20331732|Hodgkin Lymphoma|2010
<1|~|~|~|~|Mortality|3951330|Hodgkin Lymphoma|2010
1-4|~|~|~|~|Incidence|16238222|Hodgkin Lymphoma|2010
10-14|1.0|1.3|1.1|232|Incidence|20681134|Hodgkin Lymphoma|2010
15-19|3.0|3.5|3.2|705|Incidence|21983013|Hodgkin Lymphoma|2010
5-9|0.3|0.5|0.4|77|Incidence|20331732|Hodgkin Lymphoma|2010
<1|~|~|~|~|Incidence|3951330|Hodgkin Lymphoma|2010
1-4|.|.|.|.|Mortality|16238222|Kaposi Sarcoma|2010
10-14|.|.|.|.|Mortality|20681134|Kaposi Sarcoma|2010
15-19|.|.|.|.|Mortality|21983013|Kaposi Sarcoma|2010
5-9|.|.|.|.|Mortality|20331732|Kaposi Sarcoma|2010
<1|.|.|.|.|Mortality|3951330|Kaposi Sarcoma|2010
1-4|~|~|~|~|Incidence|16238222|Kaposi Sarcoma|2010
10-14|~|~|~|~|Incidence|20681134|Kaposi Sarcoma|2010
15-19|~|~|~|~|Incidence|21983013|Kaposi Sarcoma|2010
5-9|~|~|~|~|Incidence|20331732|Kaposi Sarcoma|2010
<1|~|~|~|~|Incidence|3951330|Kaposi Sarcoma|2010
1-4|0.1|0.2|0.1|16|Mortality|16238222|Kidney and Renal Pelvis|2010
10-14|~|~|~|~|Mortality|20681134|Kidney and Renal Pelvis|2010
15-19|~|~|~|~|Mortality|21983013|Kidney and Renal Pelvis|2010
5-9|0.1|0.1|0.1|19|Mortality|20331732|Kidney and Renal Pelvis|2010
<1|~|~|~|~|Mortality|3951330|Kidney and Renal Pelvis|2010
1-4|1.9|2.3|2.1|337|Incidence|16238222|Kidney and Renal Pelvis|2010
10-14|0.1|0.2|0.1|26|Incidence|20681134|Kidney and Renal Pelvis|2010
15-19|0.1|0.2|0.2|33|Incidence|21983013|Kidney and Renal Pelvis|2010
5-9|0.5|0.7|0.6|117|Incidence|20331732|Kidney and Renal Pelvis|2010
<1|1.2|2.0|1.6|62|Incidence|3951330|Kidney and Renal Pelvis|2010
1-4|~|~|~|~|Mortality|16238222|Larynx|2010
10-14|~|~|~|~|Mortality|20681134|Larynx|2010
15-19|~|~|~|~|Mortality|21983013|Larynx|2010
5-9|~|~|~|~|Mortality|20331732|Larynx|2010
<1|~|~|~|~|Mortality|3951330|Larynx|2010
1-4|~|~|~|~|Incidence|16238222|Larynx|2010
10-14|~|~|~|~|Incidence|20681134|Larynx|2010
15-19|~|~|~|~|Incidence|21983013|Larynx|2010
5-9|~|~|~|~|Incidence|20331732|Larynx|2010
<1|~|~|~|~|Incidence|3951330|Larynx|2010
