AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.2|0.2|0.2|Benign/Borderline|245|118257088|Female|Hemangioblastoma|2012|0.2|0.2|0.2
20+|~|~|~|Malignant|~|118257088|Female|Hemangioblastoma|2012|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|224|119491470|Female|Hemangioblastoma|2013|0.2|0.2|0.2
20+|~|~|~|Malignant|~|119491470|Female|Hemangioblastoma|2013|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|225|109112165|Female|Hemangioma|2004|0.2|0.2|0.2
20+|~|~|~|Malignant|~|109112165|Female|Hemangioma|2004|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|269|110320645|Female|Hemangioma|2005|0.2|0.3|0.2
20+|~|~|~|Malignant|~|110320645|Female|Hemangioma|2005|~|~|~
20+|0.2|0.3|0.3|Benign/Borderline|298|111567226|Female|Hemangioma|2006|0.2|0.3|0.3
20+|~|~|~|Malignant|~|111567226|Female|Hemangioma|2006|~|~|~
20+|0.3|0.3|0.3|Benign/Borderline|355|112783993|Female|Hemangioma|2007|0.3|0.3|0.3
20+|~|~|~|Malignant|~|112783993|Female|Hemangioma|2007|~|~|~
20+|0.3|0.4|0.4|Benign/Borderline|442|114027722|Female|Hemangioma|2008|0.4|0.4|0.4
20+|~|~|~|Malignant|~|114027722|Female|Hemangioma|2008|~|~|~
20+|0.4|0.5|0.4|Benign/Borderline|489|115293599|Female|Hemangioma|2009|0.4|0.5|0.4
20+|~|~|~|Malignant|~|115293599|Female|Hemangioma|2009|~|~|~
20+|0.5|0.5|0.5|Benign/Borderline|3094|584684605|Female|Hemangioma|2009-2013|0.5|0.5|0.5
20+|~|~|~|Malignant|~|584684605|Female|Hemangioma|2009-2013|~|~|~
20+|0.5|0.6|0.5|Benign/Borderline|624|116623212|Female|Hemangioma|2010|0.5|0.6|0.5
20+|~|~|~|Malignant|~|116623212|Female|Hemangioma|2010|~|~|~
20+|0.5|0.6|0.6|Benign/Borderline|680|116968930|Female|Hemangioma|2011|0.5|0.6|0.6
20+|~|~|~|Malignant|~|116968930|Female|Hemangioma|2011|~|~|~
20+|0.5|0.6|0.6|Benign/Borderline|663|118257088|Female|Hemangioma|2012|0.5|0.6|0.6
20+|~|~|~|Malignant|~|118257088|Female|Hemangioma|2012|~|~|~
20+|0.5|0.6|0.5|Benign/Borderline|640|119491470|Female|Hemangioma|2013|0.5|0.6|0.5
20+|~|~|~|Malignant|~|119491470|Female|Hemangioma|2013|~|~|~
20+|~|~|~|Benign/Borderline|~|109112165|Female|Local Extensions from Regional Tumors|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|24|109112165|Female|Local Extensions from Regional Tumors|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|110320645|Female|Local Extensions from Regional Tumors|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|22|110320645|Female|Local Extensions from Regional Tumors|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|111567226|Female|Local Extensions from Regional Tumors|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|18|111567226|Female|Local Extensions from Regional Tumors|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|112783993|Female|Local Extensions from Regional Tumors|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|25|112783993|Female|Local Extensions from Regional Tumors|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|114027722|Female|Local Extensions from Regional Tumors|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|21|114027722|Female|Local Extensions from Regional Tumors|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|115293599|Female|Local Extensions from Regional Tumors|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|24|115293599|Female|Local Extensions from Regional Tumors|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|584684605|Female|Local Extensions from Regional Tumors|2009-2013|~|~|~
20+|0.0|0.0|0.0|Malignant|104|584684605|Female|Local Extensions from Regional Tumors|2009-2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116623212|Female|Local Extensions from Regional Tumors|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|22|116623212|Female|Local Extensions from Regional Tumors|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116968930|Female|Local Extensions from Regional Tumors|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|21|116968930|Female|Local Extensions from Regional Tumors|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|118257088|Female|Local Extensions from Regional Tumors|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|20|118257088|Female|Local Extensions from Regional Tumors|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|119491470|Female|Local Extensions from Regional Tumors|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|17|119491470|Female|Local Extensions from Regional Tumors|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109112165|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
20+|0.5|0.6|0.5|Malignant|592|109112165|Female|Lymphomas and Hematopoietic Neoplasms|2004|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|110320645|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
20+|0.5|0.6|0.6|Malignant|660|110320645|Female|Lymphomas and Hematopoietic Neoplasms|2005|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|111567226|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
20+|0.5|0.6|0.6|Malignant|671|111567226|Female|Lymphomas and Hematopoietic Neoplasms|2006|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|112783993|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
20+|0.5|0.6|0.5|Malignant|636|112783993|Female|Lymphomas and Hematopoietic Neoplasms|2007|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|114027722|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
20+|0.5|0.6|0.6|Malignant|699|114027722|Female|Lymphomas and Hematopoietic Neoplasms|2008|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|115293599|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
20+|0.5|0.6|0.5|Malignant|662|115293599|Female|Lymphomas and Hematopoietic Neoplasms|2009|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|584684605|Female|Lymphomas and Hematopoietic Neoplasms|2009-2013|~|~|~
20+|0.5|0.6|0.5|Malignant|3524|584684605|Female|Lymphomas and Hematopoietic Neoplasms|2009-2013|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|116623212|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
20+|0.5|0.6|0.6|Malignant|747|116623212|Female|Lymphomas and Hematopoietic Neoplasms|2010|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|116968930|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
20+|0.5|0.6|0.5|Malignant|710|116968930|Female|Lymphomas and Hematopoietic Neoplasms|2011|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|118257088|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
20+|0.5|0.6|0.5|Malignant|691|118257088|Female|Lymphomas and Hematopoietic Neoplasms|2012|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|119491470|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
20+|0.5|0.6|0.5|Malignant|725|119491470|Female|Lymphomas and Hematopoietic Neoplasms|2013|0.6|0.7|0.6
20+|11.7|12.1|11.9|Benign/Borderline|13814|109112165|Female|Meningioma|2004|12.5|12.9|12.7
20+|0.2|0.3|0.2|Malignant|273|109112165|Female|Meningioma|2004|0.2|0.3|0.3
20+|13.1|13.6|13.3|Benign/Borderline|15790|110320645|Female|Meningioma|2005|14.1|14.5|14.3
20+|0.2|0.3|0.2|Malignant|279|110320645|Female|Meningioma|2005|0.2|0.3|0.3
20+|13.7|14.2|13.9|Benign/Borderline|16768|111567226|Female|Meningioma|2006|14.8|15.3|15.0
20+|0.2|0.2|0.2|Malignant|256|111567226|Female|Meningioma|2006|0.2|0.3|0.2
20+|14.1|14.5|14.3|Benign/Borderline|17517|112783993|Female|Meningioma|2007|15.3|15.8|15.5
20+|0.2|0.2|0.2|Malignant|267|112783993|Female|Meningioma|2007|0.2|0.3|0.2
20+|14.7|15.2|15.0|Benign/Borderline|18634|114027722|Female|Meningioma|2008|16.1|16.6|16.3
20+|0.1|0.2|0.2|Malignant|215|114027722|Female|Meningioma|2008|0.2|0.2|0.2
20+|15.6|16.1|15.8|Benign/Borderline|20069|115293599|Female|Meningioma|2009|17.2|17.6|17.4
20+|0.1|0.2|0.2|Malignant|201|115293599|Female|Meningioma|2009|0.2|0.2|0.2
20+|15.1|15.3|15.2|Benign/Borderline|98374|584684605|Female|Meningioma|2009-2013|16.7|16.9|16.8
20+|0.1|0.2|0.2|Malignant|990|584684605|Female|Meningioma|2009-2013|0.2|0.2|0.2
20+|14.9|15.4|15.1|Benign/Borderline|19476|116623212|Female|Meningioma|2010|16.5|16.9|16.7
20+|0.1|0.2|0.2|Malignant|203|116623212|Female|Meningioma|2010|0.2|0.2|0.2
20+|14.9|15.4|15.1|Benign/Borderline|19591|116968930|Female|Meningioma|2011|16.5|17.0|16.7
20+|0.1|0.2|0.1|Malignant|180|116968930|Female|Meningioma|2011|0.1|0.2|0.2
20+|14.9|15.3|15.1|Benign/Borderline|19855|118257088|Female|Meningioma|2012|16.6|17.0|16.8
20+|0.1|0.2|0.2|Malignant|196|118257088|Female|Meningioma|2012|0.1|0.2|0.2
20+|14.5|14.9|14.7|Benign/Borderline|19621|119491470|Female|Meningioma|2013|16.2|16.7|16.4
20+|0.1|0.2|0.2|Malignant|212|119491470|Female|Meningioma|2013|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|109112165|Female|Mixed glioma|2004|~|~|~
20+|0.2|0.2|0.2|Malignant|195|109112165|Female|Mixed glioma|2004|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|110320645|Female|Mixed glioma|2005|~|~|~
20+|0.2|0.3|0.2|Malignant|239|110320645|Female|Mixed glioma|2005|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|111567226|Female|Mixed glioma|2006|~|~|~
20+|0.2|0.3|0.2|Malignant|272|111567226|Female|Mixed glioma|2006|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|112783993|Female|Mixed glioma|2007|~|~|~
20+|0.2|0.3|0.2|Malignant|240|112783993|Female|Mixed glioma|2007|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|114027722|Female|Mixed glioma|2008|~|~|~
20+|0.2|0.3|0.2|Malignant|262|114027722|Female|Mixed glioma|2008|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|115293599|Female|Mixed glioma|2009|~|~|~
20+|0.2|0.3|0.3|Malignant|280|115293599|Female|Mixed glioma|2009|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|584684605|Female|Mixed glioma|2009-2013|~|~|~
20+|0.2|0.2|0.2|Malignant|1290|584684605|Female|Mixed glioma|2009-2013|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|116623212|Female|Mixed glioma|2010|~|~|~
20+|0.2|0.3|0.2|Malignant|268|116623212|Female|Mixed glioma|2010|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|116968930|Female|Mixed glioma|2011|~|~|~
20+|0.2|0.3|0.2|Malignant|268|116968930|Female|Mixed glioma|2011|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|118257088|Female|Mixed glioma|2012|~|~|~
20+|0.2|0.2|0.2|Malignant|233|118257088|Female|Mixed glioma|2012|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|119491470|Female|Mixed glioma|2013|~|~|~
20+|0.2|0.2|0.2|Malignant|243|119491470|Female|Mixed glioma|2013|0.2|0.2|0.2
20+|0.5|0.6|0.6|Benign/Borderline|682|109112165|Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.5|0.6|0.6|Malignant|702|109112165|Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.7|0.8|0.7|Benign/Borderline|863|110320645|Female|Neoplasm, unspecified|2005|0.7|0.8|0.8
20+|0.5|0.6|0.6|Malignant|728|110320645|Female|Neoplasm, unspecified|2005|0.6|0.7|0.7
20+|0.6|0.7|0.7|Benign/Borderline|787|111567226|Female|Neoplasm, unspecified|2006|0.7|0.8|0.7
20+|0.5|0.6|0.6|Malignant|727|111567226|Female|Neoplasm, unspecified|2006|0.6|0.7|0.7
20+|0.6|0.7|0.7|Benign/Borderline|823|112783993|Female|Neoplasm, unspecified|2007|0.7|0.8|0.7
20+|0.5|0.5|0.5|Malignant|658|112783993|Female|Neoplasm, unspecified|2007|0.5|0.6|0.6
20+|0.6|0.7|0.7|Benign/Borderline|819|114027722|Female|Neoplasm, unspecified|2008|0.7|0.8|0.7
20+|0.5|0.6|0.6|Malignant|759|114027722|Female|Neoplasm, unspecified|2008|0.6|0.7|0.7
20+|0.7|0.8|0.7|Benign/Borderline|901|115293599|Female|Neoplasm, unspecified|2009|0.7|0.8|0.8
20+|0.5|0.6|0.6|Malignant|785|115293599|Female|Neoplasm, unspecified|2009|0.6|0.7|0.7
20+|0.6|0.6|0.6|Benign/Borderline|4012|584684605|Female|Neoplasm, unspecified|2009-2013|0.7|0.7|0.7
20+|0.5|0.5|0.5|Malignant|3312|584684605|Female|Neoplasm, unspecified|2009-2013|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|801|116623212|Female|Neoplasm, unspecified|2010|0.6|0.7|0.7
20+|0.4|0.5|0.5|Malignant|648|116623212|Female|Neoplasm, unspecified|2010|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|792|116968930|Female|Neoplasm, unspecified|2011|0.6|0.7|0.7
20+|0.4|0.5|0.5|Malignant|633|116968930|Female|Neoplasm, unspecified|2011|0.5|0.6|0.5
20+|0.6|0.6|0.6|Benign/Borderline|799|118257088|Female|Neoplasm, unspecified|2012|0.6|0.7|0.7
20+|0.4|0.5|0.5|Malignant|638|118257088|Female|Neoplasm, unspecified|2012|0.5|0.6|0.5
20+|0.5|0.6|0.5|Benign/Borderline|731|119491470|Female|Neoplasm, unspecified|2013|0.6|0.7|0.6
20+|0.4|0.5|0.4|Malignant|621|119491470|Female|Neoplasm, unspecified|2013|0.5|0.6|0.5
20+|2.1|2.3|2.2|Benign/Borderline|2501|109112165|Female|Nerve sheath, benign and malignant|2004|2.2|2.4|2.3
20+|0.0|0.0|0.0|Malignant|20|109112165|Female|Nerve sheath, benign and malignant|2004|0.0|0.0|0.0
20+|2.3|2.5|2.4|Benign/Borderline|2750|110320645|Female|Nerve sheath, benign and malignant|2005|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|22|110320645|Female|Nerve sheath, benign and malignant|2005|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2878|111567226|Female|Nerve sheath, benign and malignant|2006|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|22|111567226|Female|Nerve sheath, benign and malignant|2006|0.0|0.0|0.0
20+|2.3|2.5|2.4|Benign/Borderline|2867|112783993|Female|Nerve sheath, benign and malignant|2007|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|39|112783993|Female|Nerve sheath, benign and malignant|2007|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2953|114027722|Female|Nerve sheath, benign and malignant|2008|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|25|114027722|Female|Nerve sheath, benign and malignant|2008|0.0|0.0|0.0
20+|2.5|2.6|2.5|Benign/Borderline|3100|115293599|Female|Nerve sheath, benign and malignant|2009|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|16|115293599|Female|Nerve sheath, benign and malignant|2009|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|15318|584684605|Female|Nerve sheath, benign and malignant|2009-2013|2.6|2.7|2.6
20+|0.0|0.0|0.0|Malignant|106|584684605|Female|Nerve sheath, benign and malignant|2009-2013|0.0|0.0|0.0
20+|2.2|2.4|2.3|Benign/Borderline|2867|116623212|Female|Nerve sheath, benign and malignant|2010|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|22|116623212|Female|Nerve sheath, benign and malignant|2010|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|3034|116968930|Female|Nerve sheath, benign and malignant|2011|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|20|116968930|Female|Nerve sheath, benign and malignant|2011|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|3165|118257088|Female|Nerve sheath, benign and malignant|2012|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|25|118257088|Female|Nerve sheath, benign and malignant|2012|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|3177|119491470|Female|Nerve sheath, benign and malignant|2013|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|23|119491470|Female|Nerve sheath, benign and malignant|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109112165|Female|Neuroepithelial|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|19|109112165|Female|Neuroepithelial|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|110320645|Female|Neuroepithelial|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|23|110320645|Female|Neuroepithelial|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|111567226|Female|Neuroepithelial|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|16|111567226|Female|Neuroepithelial|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|112783993|Female|Neuroepithelial|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|20|112783993|Female|Neuroepithelial|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|114027722|Female|Neuroepithelial|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|27|114027722|Female|Neuroepithelial|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|115293599|Female|Neuroepithelial|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|21|115293599|Female|Neuroepithelial|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|584684605|Female|Neuroepithelial|2009-2013|~|~|~
20+|0.0|0.0|0.0|Malignant|116|584684605|Female|Neuroepithelial|2009-2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116623212|Female|Neuroepithelial|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|26|116623212|Female|Neuroepithelial|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116968930|Female|Neuroepithelial|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|22|116968930|Female|Neuroepithelial|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|118257088|Female|Neuroepithelial|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|27|118257088|Female|Neuroepithelial|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|119491470|Female|Neuroepithelial|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|20|119491470|Female|Neuroepithelial|2013|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|153|109112165|Female|Neuronal/glial, neuronal|2004|0.1|0.2|0.1
20+|~|~|~|Malignant|~|109112165|Female|Neuronal/glial, neuronal|2004|~|~|~
20+|0.1|0.2|0.2|Benign/Borderline|182|110320645|Female|Neuronal/glial, neuronal|2005|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|19|110320645|Female|Neuronal/glial, neuronal|2005|0.0|0.0|0.0
20+|0.1|0.2|0.2|Benign/Borderline|184|111567226|Female|Neuronal/glial, neuronal|2006|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|17|111567226|Female|Neuronal/glial, neuronal|2006|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|200|112783993|Female|Neuronal/glial, neuronal|2007|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|22|112783993|Female|Neuronal/glial, neuronal|2007|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|203|114027722|Female|Neuronal/glial, neuronal|2008|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|24|114027722|Female|Neuronal/glial, neuronal|2008|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|219|115293599|Female|Neuronal/glial, neuronal|2009|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|20|115293599|Female|Neuronal/glial, neuronal|2009|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|1070|584684605|Female|Neuronal/glial, neuronal|2009-2013|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|90|584684605|Female|Neuronal/glial, neuronal|2009-2013|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|244|116623212|Female|Neuronal/glial, neuronal|2010|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|20|116623212|Female|Neuronal/glial, neuronal|2010|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|233|116968930|Female|Neuronal/glial, neuronal|2011|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|18|116968930|Female|Neuronal/glial, neuronal|2011|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|204|118257088|Female|Neuronal/glial, neuronal|2012|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|19|118257088|Female|Neuronal/glial, neuronal|2012|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|172|119491470|Female|Neuronal/glial, neuronal|2013|0.1|0.2|0.1
20+|~|~|~|Malignant|~|119491470|Female|Neuronal/glial, neuronal|2013|~|~|~
20+|~|~|~|Benign/Borderline|~|109112165|Female|Oligodendroglioma|2004|~|~|~
20+|0.3|0.4|0.3|Malignant|351|109112165|Female|Oligodendroglioma|2004|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|110320645|Female|Oligodendroglioma|2005|~|~|~
20+|0.3|0.4|0.3|Malignant|351|110320645|Female|Oligodendroglioma|2005|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|111567226|Female|Oligodendroglioma|2006|~|~|~
20+|0.3|0.4|0.3|Malignant|374|111567226|Female|Oligodendroglioma|2006|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|112783993|Female|Oligodendroglioma|2007|~|~|~
20+|0.3|0.4|0.3|Malignant|366|112783993|Female|Oligodendroglioma|2007|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|114027722|Female|Oligodendroglioma|2008|~|~|~
20+|0.3|0.4|0.3|Malignant|357|114027722|Female|Oligodendroglioma|2008|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|115293599|Female|Oligodendroglioma|2009|~|~|~
20+|0.3|0.3|0.3|Malignant|355|115293599|Female|Oligodendroglioma|2009|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|584684605|Female|Oligodendroglioma|2009-2013|~|~|~
20+|0.3|0.3|0.3|Malignant|1597|584684605|Female|Oligodendroglioma|2009-2013|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|116623212|Female|Oligodendroglioma|2010|~|~|~
20+|0.3|0.3|0.3|Malignant|325|116623212|Female|Oligodendroglioma|2010|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|116968930|Female|Oligodendroglioma|2011|~|~|~
20+|0.2|0.3|0.3|Malignant|306|116968930|Female|Oligodendroglioma|2011|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|118257088|Female|Oligodendroglioma|2012|~|~|~
20+|0.2|0.3|0.3|Malignant|283|118257088|Female|Oligodendroglioma|2012|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|119491470|Female|Oligodendroglioma|2013|~|~|~
20+|0.3|0.3|0.3|Malignant|332|119491470|Female|Oligodendroglioma|2013|0.2|0.3|0.3
20+|0.0|0.1|0.1|Benign/Borderline|67|109112165|Female|Other mesenchymal|2004|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|26|109112165|Female|Other mesenchymal|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|81|110320645|Female|Other mesenchymal|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|27|110320645|Female|Other mesenchymal|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|84|111567226|Female|Other mesenchymal|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|28|111567226|Female|Other mesenchymal|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|85|112783993|Female|Other mesenchymal|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|36|112783993|Female|Other mesenchymal|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|103|114027722|Female|Other mesenchymal|2008|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|52|114027722|Female|Other mesenchymal|2008|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|92|115293599|Female|Other mesenchymal|2009|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|23|115293599|Female|Other mesenchymal|2009|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|468|584684605|Female|Other mesenchymal|2009-2013|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|162|584684605|Female|Other mesenchymal|2009-2013|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|94|116623212|Female|Other mesenchymal|2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|35|116623212|Female|Other mesenchymal|2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|85|116968930|Female|Other mesenchymal|2011|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|30|116968930|Female|Other mesenchymal|2011|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|105|118257088|Female|Other mesenchymal|2012|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|36|118257088|Female|Other mesenchymal|2012|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|93|119491470|Female|Other mesenchymal|2013|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|38|119491470|Female|Other mesenchymal|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109112165|Female|Pilocytic astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|124|109112165|Female|Pilocytic astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|110320645|Female|Pilocytic astrocytoma|2005|~|~|~
20+|0.1|0.2|0.1|Malignant|149|110320645|Female|Pilocytic astrocytoma|2005|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|111567226|Female|Pilocytic astrocytoma|2006|~|~|~
20+|0.1|0.2|0.1|Malignant|148|111567226|Female|Pilocytic astrocytoma|2006|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|112783993|Female|Pilocytic astrocytoma|2007|~|~|~
20+|0.1|0.2|0.1|Malignant|159|112783993|Female|Pilocytic astrocytoma|2007|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|114027722|Female|Pilocytic astrocytoma|2008|~|~|~
