"","EdiblePoisonous","CapShape","CapSurface","CapColor","Odor","GrowsIn"
"4492","Edible","Flat","Fibrous","Cinnamon","None","leaves"
"4493","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4494","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4495","Poisonous","Flat","Fibrous","Yellow","None","woods"
"4496","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4497","Poisonous","Convex","Smooth","Gray","Foul","grasses"
"4498","Edible","Flat","Smooth","Brown","None","waste"
"4499","Poisonous","Convex","Scaly","Brown","Fishy","paths"
"4500","Poisonous","Convex","Smooth","Gray","Creosote","woods"
"4501","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4502","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4503","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4504","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4505","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4506","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4507","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4508","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4509","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4510","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4511","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4512","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4513","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4514","Poisonous","Flat","Scaly","Yellow","Foul","woods"
"4515","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4516","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4517","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4518","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4519","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4520","Edible","Convex","Smooth","Buff","None","waste"
"4521","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4522","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4523","Poisonous","Convex","Scaly","Brown","Spicy","leaves"
"4524","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4525","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4526","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4527","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4528","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4529","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4530","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4531","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4532","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4533","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4534","Edible","Convex","Scaly","Purple","None","woods"
"4535","Edible","Flat","Scaly","Buff","None","waste"
"4536","Poisonous","Flat","Scaly","Yellow","Foul","woods"
"4537","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4538","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4539","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4540","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4541","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4542","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4543","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4544","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4545","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4546","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4547","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4548","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4549","Poisonous","Flat","Smooth","Buff","Foul","grasses"
"4550","Poisonous","Flat","Smooth","White","None","meadows"
"4551","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4552","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4553","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4554","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4555","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4556","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4557","Edible","Flat","Fibrous","Gray","None","woods"
"4558","Edible","Convex","Scaly","Purple","None","woods"
"4559","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4560","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4561","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4562","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4563","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4564","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4565","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4566","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4567","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4568","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4569","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4570","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4571","Edible","Flat","Fibrous","Red","None","woods"
"4572","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4573","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4574","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4575","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4576","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4577","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4578","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4579","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4580","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4581","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4582","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4583","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4584","Poisonous","Convex","Fibrous","White","Creosote","woods"
"4585","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4586","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4587","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4588","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4589","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4590","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4591","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4592","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4593","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4594","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4595","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4596","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4597","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4598","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4599","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4600","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4601","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4602","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4603","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4604","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4605","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4606","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4607","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4608","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4609","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4610","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4611","Poisonous","Convex","Scaly","Brown","Fishy","woods"
"4612","Edible","Flat","Scaly","Buff","None","waste"
"4613","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4614","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4615","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4616","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4617","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4618","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4619","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4620","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4621","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4622","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4623","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4624","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4625","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4626","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4627","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4628","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4629","Poisonous","Convex","Fibrous","Gray","Creosote","woods"
"4630","Poisonous","Flat","Smooth","Buff","Foul","grasses"
"4631","Edible","Flat","Fibrous","Red","None","woods"
"4632","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4633","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4634","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4635","Edible","Flat","Fibrous","Gray","None","woods"
"4636","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4637","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4638","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4639","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4640","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4641","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4642","Poisonous","Flat","Smooth","White","Foul","urban"
"4643","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4644","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4645","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4646","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4647","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4648","Edible","Flat","Scaly","Purple","None","woods"
"4649","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4650","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4651","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4652","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4653","Edible","Flat","Scaly","Brown","None","woods"
"4654","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4655","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4656","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4657","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4658","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4659","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4660","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4661","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4662","Poisonous","Convex","Smooth","White","Foul","urban"
"4663","Edible","Flat","Scaly","Red","None","waste"
"4664","Edible","Convex","Scaly","Purple","None","woods"
"4665","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4666","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4667","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4668","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4669","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4670","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4671","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4672","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4673","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4674","Edible","Flat","Smooth","Pink","None","waste"
"4675","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4676","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4677","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4678","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4679","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4680","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4681","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4682","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4683","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4684","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4685","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4686","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4687","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4688","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4689","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4690","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4691","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4692","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4693","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4694","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4695","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4696","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4697","Edible","Flat","Scaly","Brown","None","woods"
"4698","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4699","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4700","Poisonous","Convex","Smooth","Gray","Foul","grasses"
"4701","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4702","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4703","Poisonous","Convex","Fibrous","White","Creosote","woods"
"4704","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4705","Poisonous","Flat","Smooth","Buff","Foul","urban"
"4706","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4707","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4708","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4709","Poisonous","Flat","Smooth","Pink","None","grasses"
"4710","Poisonous","Flat","Smooth","Buff","Foul","urban"
"4711","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4712","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4713","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4714","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4715","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4716","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4717","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4718","Edible","Flat","Scaly","Purple","None","woods"
"4719","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4720","Edible","Flat","Fibrous","Red","None","woods"
"4721","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4722","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4723","Poisonous","Convex","Scaly","Brown","Foul","leaves"
"4724","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4725","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4726","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4727","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4728","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4729","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4730","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4731","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4732","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4733","Edible","Flat","Scaly","Brown","None","woods"
"4734","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4735","Edible","Flat","Fibrous","Red","None","woods"
"4736","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4737","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4738","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4739","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4740","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4741","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4742","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4743","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4744","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4745","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4746","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4747","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4748","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4749","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4750","Poisonous","Convex","Fibrous","Pink","Creosote","woods"
"4751","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4752","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4753","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4754","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4755","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4756","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4757","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4758","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4759","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4760","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4761","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4762","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4763","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4764","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4765","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4766","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4767","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4768","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4769","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4770","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4771","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4772","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4773","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4774","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4775","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4776","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4777","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4778","Edible","Convex","Smooth","Pink","None","waste"
"4779","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4780","Poisonous","Convex","Smooth","Pink","Creosote","woods"
"4781","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4782","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4783","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4784","Edible","Flat","Fibrous","Red","None","woods"
"4785","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4786","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4787","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4788","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4789","Edible","Flat","Scaly","Brown","None","woods"
"4790","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4791","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4792","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4793","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4794","Poisonous","Flat","Scaly","Yellow","Foul","woods"
"4795","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4796","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4797","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4798","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4799","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
